ph,Hardness,Solids,Chloramines,Sulfate,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.2861848713984972,0.23858472730016006,-0.11921592966306027,0.24805640069928006,1.3094853594496185,-1.1482752796741151,1.343329806970464,-1.720882807727737,0
1.071117458715845,0.8810632789055851,-0.22454793066570833,1.5460046523287245,-0.00688288453179912,0.6612313103365108,-0.003133518316959368,-0.5348746320981225,0
1.071117458715845,0.5598240031028726,0.02731736424878686,0.8970305265140023,0.8581591043702753,1.264400173673386,2.28585413467166,0.6511335435314919,0
1.8560500460331926,-0.5002656070460788,-0.45515574691980515,-0.40091772511544216,-0.8719248734338736,-0.8466908480056775,-2.35944433756995,0.6511335435314919,0
-1.2836803032361983,-0.27539811398417996,0.8310411360717136,0.24805640069928006,-0.27015653332808265,-1.7514441430109904,-0.8110115134894134,-1.720882807727737,0
2.64098263335054,1.6520375408320953,0.8311605601091316,0.24805640069928006,2.2497483908649167,-0.24352198466880218,1.2086834744417216,-1.720882807727737,0
1.071117458715845,0.20646079971988882,-0.9693956520415767,-1.6988659767448866,-1.135198522230157,-0.5451064163372399,-0.272426183374444,0.6511335435314919,0
0.2861848713984972,-2.524073044603168,-0.8961887171043621,0.24805640069928006,-2.4515667662115748,-0.5451064163372399,-0.8783346797537845,-0.5348746320981225,0
0.2861848713984972,-1.0142484483304188,1.2733877706678682,0.24805640069928006,-0.27015653332808265,0.35964687866807316,0.8047444768554947,-0.5348746320981225,0
0.2861848713984972,0.6883197134239576,-0.36093018139702815,0.8970305265140023,-0.00688288453179912,0.05806244699963548,0.6700981443267523,0.6511335435314919,0
0.2861848713984972,-1.3033637965528602,-0.365348870781493,-2.347840102559609,-1.9250194686190079,0.35964687866807316,0.8720676431198658,-0.5348746320981225,0
0.2861848713984972,-1.4961073620344876,0.6618172750504525,-0.40091772511544216,-1.285640607256605,1.5659846053418238,0.6700981443267523,0.6511335435314919,0
0.2861848713984972,0.27070865488043133,0.788048482601245,-1.0498918509301645,-0.00688288453179912,-0.24352198466880218,0.2661591467405253,0.6511335435314919,0
-0.49874771591885053,-0.3396459691447225,2.3019870049488294,1.5460046523287245,1.159043274423171,-0.8466908480056775,0.6027749780623811,0.6511335435314919,0
0.2861848713984972,0.46345222036205885,1.097595587588619,2.194978778143447,-0.00688288453179912,1.8675690370102613,-0.676365180960671,0.6511335435314919,0
1.8560500460331926,2.4551357303388768,0.2689121919453368,-0.40091772511544216,2.437800997147977,-0.24352198466880218,0.33348231300489645,0.6511335435314919,0
1.071117458715845,2.647879295820504,-0.2781693234663761,-0.40091772511544216,-0.00688288453179912,-0.5451064163372399,-0.20510301711007287,-1.720882807727737,0
0.2861848713984972,0.5598240031028726,0.4586769874024884,-1.6988659767448866,0.06833815798142474,-0.5451064163372399,-0.272426183374444,-1.720882807727737,0
0.2861848713984972,0.9774350616463989,0.061592062987743765,2.194978778143447,-0.00688288453179912,0.6612313103365108,-1.4169200098687538,0.6511335435314919,0
-0.49874771591885053,-0.917876665589605,1.0932963222415721,-1.0498918509301645,-0.8719248734338736,0.9628157420049485,0.7374213105911235,-0.5348746320981225,0
0.2861848713984972,0.5919479306831439,-0.5591740835108555,-1.0498918509301645,-0.27015653332808265,0.05806244699963548,-0.4743956821675575,1.8371417191611064,0
-2.8535454778708935,-0.018406693342009957,-0.07431249159390418,-0.40091772511544216,-0.00688288453179912,0.6612313103365108,1.6126224720279487,0.6511335435314919,0
-1.2836803032361983,-1.8173466378372,-0.5401856615613986,2.194978778143447,-0.19493549081485878,-0.8466908480056775,-0.676365180960671,0.6511335435314919,0
-0.49874771591885053,0.04584116181853255,-0.06822186568558779,0.8970305265140023,-0.3829880970979185,0.05806244699963548,0.8720676431198658,1.8371417191611064,0
0.2861848713984972,-1.6567269999358438,-1.0228976208048266,0.24805640069928006,-1.0975880009735453,-0.5451064163372399,-1.1476273448112693,0.6511335435314919,0
0.2861848713984972,2.2302682372769778,0.5460953827924412,0.24805640069928006,2.3249694333781408,-1.1482752796741151,-0.8783346797537845,-0.5348746320981225,0
0.2861848713984972,-1.5603552171950301,-0.7877516911288469,1.5460046523287245,-0.9847564372037094,0.6612313103365108,-0.9456578460181557,3.0231498947907207,0
0.2861848713984972,0.39920436520151636,-0.787393419016593,-1.0498918509301645,0.18116972175126056,-2.0530285746794283,0.33348231300489645,1.8371417191611064,0
1.8560500460331926,-0.21115025882363747,-0.252254307346677,-0.40091772511544216,-0.00688288453179912,0.6612313103365108,-1.2822736773400116,-1.720882807727737,0
0.2861848713984972,1.2344264822885689,1.285688446521919,-0.40091772511544216,2.0240852633252455,-1.1482752796741151,-1.484243176133125,-0.5348746320981225,0
0.2861848713984972,1.1380546995477552,-0.8362378503205421,-1.0498918509301645,-0.00688288453179912,-0.5451064163372399,1.343329806970464,1.8371417191611064,0
